116,126,148,186,303,421,425,430,521,563,649,942,1440,1474,1954,2348,2910,2956,3142,3145,3193,3198,3235,3241,3255,3257,3291,3320,3360,3365,3397,3484,3748,3782,3819,3854,3935,4014,4069,4117,4128,4146,4190,4228,4232,4260,4283,4305,4327,4331,4399,4647,4680,4830,4983,5012,5023,5203,5317,5330,5554,5654,5910,5915
14,78,126,133,142,179,233,349,365,420,422,520,590,660,695,714,731,1054,1182,1496,1651,1672,1686,1905,2724,2726,2754,2807,2956,3142,3166,3177,3240,3292,3297,3320,3329,3347,3363,3392,3449,3487,3651,3748,3885,3892,3953,3978,4012,4030,4199,4254,4304,4455,4593,4703,4830,5317,5378,5678,5795,5817,5856,5871
18,243,302,304,308,435,463,595,648,695,726,808,812,1231,1820,2084,2419,2435,2591,2793,2809,2811,2812,2880,2910,2941,2966,2971,3174,3297,3341,3347,3359,3435,3487,3493,3611,3651,3653,3679,3700,3735,3775,3805,3854,3907,4000,4038,4045,4137,4212,4262,4584,4590,4614,4808,4974,5317,5580,5610,5621,5859,5891,5914
43,142,197,244,247,300,420,422,432,695,713,716,731,859,860,930,1115,1165,1183,1308,1409,1819,1889,1990,2177,2383,2643,2845,2910,2955,2972,3018,3179,3212,3272,3308,3347,3359,3414,3464,3487,3548,3651,3653,3794,3819,3854,3917,3949,4076,4162,4174,4531,4562,4614,4677,4703,5012,5049,5136,5164,5544,5580,5877
105,197,304,426,433,548,649,731,1185,1274,1890,2031,2315,2902,2910,2957,2992,3043,3082,3129,3179,3183,3294,3320,3342,3360,3476,3480,3493,3494,3496,3515,3561,3573,3651,3797,3802,3888,3966,3978,4000,4143,4337,4462,4514,4532,4542,4544,4739,4744,4782,4946,4950,5116,5226,5233,5379,5416,5440,5457,5499,5618,5697,5811
13,103,139,140,278,301,422,433,493,545,649,731,808,838,986,1005,1188,1686,2068,2260,2307,2812,2852,2910,3039,3180,3240,3341,3365,3375,3392,3398,3414,3480,3491,3496,3573,3715,3779,3820,3845,3852,3907,3908,3911,4250,4292,4391,4588,4645,4704,4779,4830,4869,4955,4974,5203,5293,5325,5360,5554,5619,5653,5877
53,116,142,262,423,545,590,635,812,925,1197,1318,1428,1986,2585,2663,2783,2812,2845,2850,2873,2910,2950,2971,2978,2992,3142,3193,3200,3218,3256,3301,3327,3347,3365,3496,3597,3642,3712,3892,4034,4056,4057,4061,4085,4121,4132,4137,4172,4344,4403,4677,4703,4743,4782,4871,4927,5218,5320,5344,5365,5587,5663,5875
80,102,133,239,247,421,422,433,659,753,1177,1183,1441,1501,1562,1916,2097,2291,2596,2726,2819,2865,2978,3018,3036,3142,3194,3200,3269,3342,3359,3394,3413,3455,3712,3748,3782,3936,3945,3966,4082,4085,4162,4262,4432,4462,4704,4727,4830,4861,4871,4933,5023,5116,5317,5365,5452,5540,5544,5573,5580,5856,5902,5913
197,304,334,427,435,735,736,743,808,1054,1183,1427,1614,1878,2173,2215,2222,2307,2421,2457,2748,2850,3019,3082,3142,3354,3477,3498,3580,3602,3635,3771,3811,3867,3892,3911,4038,4129,4132,4186,4250,4289,4297,4305,4334,4456,4475,4500,4523,4588,4706,4710,4713,4727,4779,5203,5280,5360,5365,5460,5741,5781,5856,5915
103,197,397,432,505,545,547,563,649,660,698,759,1072,1088,1183,1421,1436,1712,1815,1888,1916,2067,2173,2357,2553,2813,2941,2969,2978,3018,3039,3084,3136,3142,3218,3257,3322,3347,3357,3372,3400,3484,3651,3698,3820,3892,3958,4051,4320,4462,4954,5012,5116,5155,5166,5203,5219,5397,5438,5469,5697,5843,5859,5902
72,106,277,321,421,427,433,497,698,720,732,1054,1183,1562,1646,1662,1686,1731,1826,2142,2203,2726,2817,2911,3039,3082,3112,3113,3155,3183,3292,3347,3349,3392,3397,3651,3856,3867,3886,3953,4038,4121,4141,4143,4261,4304,4462,4528,4588,4823,4861,4889,4985,5039,5199,5225,5317,5365,5389,5440,5487,5488,5655,5901
17,79,94,125,186,525,587,590,698,718,727,1183,1636,1927,2049,2419,2642,2711,2734,2737,2773,2992,3183,3228,3257,3359,3476,3492,3651,3698,3765,3854,3871,3933,3953,3960,3967,4034,4060,4261,4297,4390,4413,4703,4900,4961,5137,5187,5203,5218,5334,5365,5372,5513,5540,5553,5565,5654,5739,5859,5860,5869,5875,5895
125,142,183,219,239,243,287,304,545,698,831,1206,2068,2401,2449,2850,2869,2911,2937,2966,2969,3035,3076,3174,3214,3256,3281,3287,3329,3493,3548,3573,3630,3672,3673,3749,3782,3795,3837,3852,3893,3903,3936,3942,3953,4053,4099,4210,4289,4318,4704,4944,4985,5023,5136,5233,5344,5436,5592,5633,5690,5774,5891,5902
56,69,79,139,243,247,357,422,432,433,489,509,563,595,651,732,909,935,1111,1183,1274,1636,2068,2097,2348,2383,2444,2553,2753,2755,2807,2865,3010,3032,3039,3089,3297,3319,3375,3434,3494,3549,3651,3953,4079,4101,4231,4531,4584,4614,4704,4830,4974,5155,5172,5203,5378,5540,5573,5621,5859,5875,5891,5919
106,142,197,243,301,304,423,548,560,590,695,731,790,919,935,1042,1054,1177,1279,1427,1919,2243,2726,2737,2793,2850,2868,2957,2992,3018,3077,3177,3200,3244,3320,3347,3365,3476,3515,3639,3691,3698,3907,4012,4065,4083,4129,4135,4196,4254,4320,4334,4450,4539,4542,4614,5039,5218,5317,5345,5365,5373,5389,5663
124,133,190,197,243,244,304,470,510,547,590,698,720,736,757,831,1023,1279,1436,2024,2258,2726,2815,2850,2910,2917,2969,3082,3200,3228,3257,3295,3297,3331,3336,3375,3398,3476,3629,3731,3879,3882,3958,4051,4223,4323,4387,4400,4413,4566,4588,4614,4927,4940,5049,5317,5325,5436,5439,5527,5753,5817,5859,5875
13,18,36,238,243,247,304,371,452,545,698,765,856,1070,1206,1441,1547,1563,1651,1721,1772,1889,2116,2154,2517,2682,2750,2813,2892,2910,3039,3097,3184,3308,3359,3464,3476,3493,3547,3652,3782,3819,3885,3893,4082,4141,4262,4318,4331,4462,4532,4584,4588,4704,4758,4856,4880,4922,4974,5129,5203,5225,5293,5317
125,197,243,247,324,420,462,595,808,1427,1649,1795,1837,2179,2684,2726,2773,2806,2849,2859,2862,2875,2939,3184,3219,3247,3257,3293,3301,3336,3347,3351,3375,3414,3666,3681,3683,3771,3790,3806,3823,3862,3885,4130,4143,4190,4273,4704,4803,4884,4929,4940,4946,5317,5327,5331,5365,5379,5408,5546,5690,5848,5902,5916
22,103,142,188,243,247,324,365,489,563,649,688,773,826,837,1177,1183,1197,1231,1254,1469,2505,2601,2697,2768,2814,2910,2941,3076,3084,3142,3156,3202,3242,3269,3308,3342,3425,3449,3585,3819,3854,3984,3994,4026,4128,4160,4223,4292,4562,4768,4836,4951,4963,5048,5137,5345,5440,5511,5546,5621,5758,5858,5910
18,186,242,247,318,432,590,736,1421,1725,1807,1896,2382,2409,2495,2596,2690,2726,2734,2793,2807,2813,2816,2850,2966,3166,3200,3253,3295,3308,3413,3419,3493,3651,3673,3700,3748,3782,3790,3819,3936,3940,4012,4069,4072,4121,4129,4141,4166,4180,4232,4331,4368,4532,4544,4567,4588,4704,4832,4954,5345,5540,5741,5856
18,69,133,139,301,545,549,563,649,723,887,1183,1214,1262,1837,1925,2019,2100,2194,2748,2755,2767,2892,2941,2969,3015,3123,3139,3145,3202,3294,3308,3347,3395,3573,3651,3748,3800,3804,3852,3897,3908,3919,3987,4082,4168,4292,4344,4391,4448,4456,4503,4567,4614,4791,4861,4944,4989,5046,5073,5115,5334,5353,5706
36,98,116,233,247,300,302,304,410,524,563,698,1042,1070,1110,1279,1436,1795,1812,1886,1906,2035,2068,2492,2748,2755,2834,2929,2992,3029,3174,3200,3228,3341,3360,3528,3651,3700,3747,3748,3867,4012,4141,4223,4462,4614,4635,4691,4703,4771,4974,5012,5103,5233,5256,5274,5344,5389,5553,5580,5610,5661,5678,5848
85,103,244,247,282,302,547,563,595,718,838,949,1183,1301,1427,1436,1449,1805,2066,2173,2352,2683,2770,2842,2850,2905,2910,2911,2917,2992,3066,3202,3308,3334,3484,3573,3576,3602,3673,3700,3836,3908,4207,4223,4225,4254,4305,4472,4560,4562,4571,4615,4654,4707,4726,4919,4925,5089,5218,5344,5365,5532,5754,5910
18,36,197,243,247,278,307,430,662,726,838,929,1054,1714,2279,2365,2850,2978,3029,3039,3189,3256,3259,3272,3329,3510,3514,3544,3547,3611,3651,3852,3936,3949,3973,4098,4129,4143,4172,4304,4334,4344,4462,4469,4804,4830,5049,5150,5203,5271,5334,5355,5373,5383,5389,5436,5539,5573,5697,5721,5772,5859,5892,5910
13,324,332,370,430,433,470,489,547,590,595,719,731,1007,1555,1850,1895,2401,2767,2852,2910,2966,2978,3039,3064,3104,3177,3200,3214,3228,3240,3256,3272,3291,3347,3359,3395,3493,3663,3672,3693,3715,3748,3808,3882,3892,3937,3978,3979,4053,4141,4632,5012,5148,5192,5203,5211,5317,5344,5408,5487,5517,5628,5822
126,233,302,435,509,546,649,718,731,860,914,942,1054,1100,1259,1282,1838,2177,2664,2814,2815,2875,2905,2992,3039,3088,3104,3193,3200,3256,3278,3291,3334,3375,3413,3476,3549,3573,3633,3686,3736,3767,3775,3824,3908,3947,3971,4119,4292,4786,5109,5344,5345,5365,5379,5395,5488,5573,5741,5811,5843,5859,5869,5891
219,265,267,423,462,547,563,590,698,730,732,765,1177,1229,1324,1421,1837,2068,2112,2134,2513,2660,2664,2812,2902,2910,2966,3291,3293,3308,3347,3397,3652,3806,3867,3885,3967,3971,3995,4012,4038,4069,4118,4147,4162,4401,4402,4448,4455,4528,4531,4677,4691,4818,4935,5023,5046,5365,5461,5565,5661,5737,5800,5876
69,197,247,510,545,554,688,701,718,811,838,1115,1177,1197,1460,1516,2038,2068,2249,2755,2769,2813,2884,2910,2914,2978,3134,3142,3214,3281,3292,3375,3393,3398,3619,3651,3799,3816,3929,4073,4101,4223,4254,4262,4275,4304,4450,4539,4571,4584,4704,4821,4880,4926,4927,4940,5012,5023,5044,5148,5337,5697,5859,5902
13,15,197,247,324,432,448,464,520,529,590,731,1547,1614,1739,2009,2221,2348,2682,2783,2806,2811,2865,2868,2925,2941,2980,3174,3235,3240,3297,3320,3353,3360,3397,3602,3681,3700,3768,3800,3832,3839,3936,3945,3958,4199,4233,4584,4613,4830,4900,5032,5154,5217,5218,5225,5245,5274,5414,5436,5739,5754,5800,5859
16,302,304,313,421,430,472,563,587,698,909,1054,1311,1561,1684,1837,1880,1894,2009,2307,2706,2851,2862,2883,2901,2955,3111,3136,3140,3169,3174,3223,3232,3251,3259,3340,3617,3633,3748,3815,3862,3906,3942,4072,4083,4344,4396,4464,4535,4564,4572,4625,4704,4710,4944,5128,5368,5383,5460,5487,5754,5883,5915,5919
139,242,243,247,306,430,432,435,547,563,590,727,948,1409,1772,1810,1880,2457,2690,2793,2868,2950,3104,3122,3200,3245,3283,3291,3292,3342,3347,3576,3597,3662,3771,3840,3885,3908,3917,3953,4147,4262,4315,4332,4391,4403,4531,4562,4584,4669,4830,4871,5012,5115,5226,5231,5317,5325,5343,5444,5516,5532,5580,5621
