141,144,293,375,454,504,550,638,666,854,901,922,998,1135,1390,1410,1416,1489,1556,1640,1728,1876,2142,2367,2397,2765,3543,4734,7458,7561,7689,7742,8002,8132,8226,8288,8313,8574,9191,10166,10992,11037,11124,11278,11351,11559,12468,14255,14576,15606,15609,15703,15791,15839,16026,16798,17272,17293,17412,17803,18384,18875,19010,19055
194,244,331,603,1094,1142,2031,2068,2102,2334,2506,2819,2937,3661,4005,4093,4236,4450,7613,7667,7791,7946,8071,8074,8176,8285,8388,8455,8530,8866,9074,9564,9672,10084,10527,10704,11138,11170,11408,11440,11881,12658,12742,12888,13541,14888,15423,15978,15991,16144,16261,16330,16576,16586,16734,17385,17448,18243,18680,18849,19132,19485,19634,19689
308,370,487,544,817,862,1135,1179,1216,1317,1475,1810,1856,1905,1907,1930,2170,2432,2553,2763,2986,3183,3218,3219,3365,3405,3550,3935,3965,4421,5037,5674,5752,6323,7454,7717,7816,7845,7867,7927,8265,8764,10545,10629,11095,11288,13045,15522,15743,15773,15812,15845,15894,15926,16026,16164,16729,16829,17356,17821,18126,19465,19535,19740
18,62,253,351,361,574,682,1039,1063,1146,1506,1737,1765,2051,2062,2097,2209,2257,2390,2553,2787,2987,3283,3606,3697,3844,4132,4241,4342,4434,5740,6123,6268,7257,7466,7492,7509,7516,7637,7869,8333,8529,8870,9598,9713,10769,10896,11366,11401,11687,11789,11860,12140,14192,14229,14981,15231,15521,15773,17270,17286,18569,19369,19623
18,334,345,453,578,666,674,864,865,905,938,943,1103,1142,1174,1273,1384,1686,1730,2030,2040,2422,2527,2732,2923,3101,3528,3716,3810,3935,4470,5610,6490,7451,7846,8243,8374,8871,9359,9525,10562,10704,10770,10773,10880,11201,11256,11458,13064,13901,14279,15545,15614,15662,15689,16226,16295,16610,16661,16962,17134,17485,18869,19485
28,72,106,172,226,263,286,322,330,382,423,482,982,1648,2124,2431,2441,3281,3600,3644,3844,4633,5075,5854,7574,7603,7637,7727,8391,8461,9104,9127,9638,9732,9815,9853,9932,10196,10397,10461,10499,10605,10637,11046,11433,11497,12114,12541,12641,12913,13983,14179,15092,15500,15508,15585,15969,18581,18852,18871,19064,19918,19925,19961
13,17,31,36,92,102,104,162,256,263,292,299,305,322,332,339,347,407,583,598,806,1077,1742,1872,2423,2505,3644,4138,4216,5995,7045,7524,7605,7966,7971,8562,8793,9174,9447,9638,9939,10403,10464,11347,11551,11813,11911,11992,12470,12677,13138,14312,14479,15279,15520,15658,15691,15901,17412,18861,19057,19105,19158,19825
22,277,382,437,519,558,664,755,758,1064,1115,1376,1423,1453,1498,1586,1797,2124,2281,2824,2904,3215,3333,3356,3658,3935,4040,5247,5637,6479,7583,7594,7637,7971,7982,8391,8820,8870,9127,9163,9270,9366,9375,9853,10370,10384,10704,11163,11813,12088,12271,12555,12564,12873,13232,13983,15520,15657,15716,16558,17293,18411,18870,19228
71,131,144,172,180,228,286,437,473,512,543,558,664,1262,1366,1843,2024,2261,2510,2824,2830,2978,3093,3333,5317,5995,7200,7583,7637,7650,8263,8434,9440,9606,9815,9879,10004,10181,10367,10370,10382,10424,10726,10969,11024,11433,12019,12214,12338,12617,12641,13405,13983,14350,15215,15623,15880,16276,16298,18388,18876,19158,19244,19893
20,35,44,48,72,95,205,250,256,277,336,437,476,525,892,1041,1077,1394,1468,1548,1557,1753,1956,2431,3333,3365,3458,3893,4138,4556,5596,6199,6251,7478,7680,7832,7932,8167,8244,8461,8938,9586,10354,10367,10369,10415,10798,10969,11347,12131,12240,12541,12641,13272,14312,14345,14475,14479,15513,15940,16786,17383,19821,19824
28,72,106,172,226,263,286,322,330,382,423,482,982,1648,2124,2431,2441,3281,3600,3644,3844,4633,5075,5854,7574,7603,7637,7727,8391,8461,9104,9127,9638,9732,9815,9853,9932,10196,10397,10461,10499,10605,10637,11046,11433,11497,12114,12541,12641,12913,13983,14179,15092,15500,15508,15585,15969,18581,18852,18871,19064,19918,19925,19961
