22,65,91,97,293,585,675,692,747,1262,1443,1548,1745,2431,3266,3416,3542,3950,4539,4581,4833,5314,6788,6825,7524,7533,7583,7629,7650,8007,8391,8427,8574,8991,9739,9742,9835,10016,10259,10367,10370,10397,10408,10795,11333,11433,11743,11884,11896,12149,12376,12511,12617,12745,14497,14860,15644,15847,18876,19158,19589,19800,19893,19965
16,36,67,104,190,299,317,359,407,420,473,566,583,591,759,1070,1295,1349,1488,2787,2849,4663,4995,5111,5203,5457,5712,6566,7450,7454,7512,7543,7613,7679,7793,7954,8094,9161,9174,9278,9430,10016,10350,10464,10499,12170,12240,12695,12916,13044,13646,15259,15579,15871,15959,15964,16056,16138,17507,18388,18502,18988,19136,19714
13,19,74,191,229,312,332,396,406,589,639,723,739,758,949,992,1041,1148,2034,2114,2387,2505,2824,3188,3430,3644,4110,4190,6480,6593,7415,7439,7630,7932,8269,8446,9022,9041,10174,10393,10408,10808,10821,10924,11073,11383,11550,11551,11941,12149,12403,12570,12617,13405,14312,15344,15716,16389,18543,18694,18977,18988,19158,19832
97,180,310,325,331,388,434,473,487,758,820,919,964,998,1650,1678,1694,1829,1852,2431,3358,4421,5995,6123,6793,6982,7583,7637,8045,8279,8355,8759,9986,10363,10469,10758,10769,10869,11049,11114,11165,11580,11677,11733,11789,12019,12088,12249,12288,13333,13858,13983,14281,15231,15509,15709,15831,15866,15910,17514,19019,19089,19158,19749
194,228,232,356,444,706,919,1549,1588,1986,2333,2431,2505,3277,3530,3594,3688,3935,4033,4271,4340,4665,4885,5705,5815,6353,7273,7476,7650,7713,7740,8467,8657,8965,9085,9091,9111,9942,10155,10263,10382,10403,10769,10794,11789,12019,12047,12400,13397,14783,15376,17021,17625,17626,17707,18122,18293,18634,18782,19217,19546,19591,19695,19713
41,67,104,133,137,197,794,908,1032,1082,1423,1644,1745,1888,3215,3880,4176,4517,4654,5637,5932,6283,6554,6840,7173,7490,7519,7521,8461,9104,9187,9249,9254,9324,9375,9802,9879,10367,10464,10486,10575,10942,11414,11551,11732,11733,11813,12300,12520,12562,12803,14655,14813,15691,15825,15829,15887,15960,16604,17493,17619,19094,19280,19842
4,11,12,16,17,18,20,21,22,92,230,232,265,277,336,389,455,478,519,577,722,836,1020,1196,1287,1619,2028,2378,2431,3644,4246,4498,7466,7560,7565,7886,7928,7930,8104,9239,9491,9499,10016,10119,10291,10340,10605,10606,10972,11526,11909,12006,12257,13220,14306,15243,15691,15716,15871,16467,17383,18858,19810,19864
22,160,267,277,312,370,402,427,448,518,570,640,904,1038,1427,1468,1929,2335,3569,4694,6101,6377,6567,7558,7844,8099,8368,8399,8461,8819,8920,8991,9091,9111,9345,10174,10196,11425,11433,11670,11671,11677,12207,12586,12856,13031,13073,13452,14179,14441,15243,15699,15760,15954,16148,17638,17764,18192,18883,19094,19158,19591,19870,19915
0,106,205,212,435,470,596,908,1038,1538,2264,2623,2719,3569,3898,4440,4619,5642,5696,6343,6464,6668,7024,7476,7477,7658,7679,7751,7797,8244,8302,8750,9079,9291,9546,9639,9651,9970,10316,10779,10794,10967,11163,11677,12332,12985,13218,13405,13780,13794,14169,14331,15333,15558,15567,15596,15796,16308,17822,18035,19136,19268,19492,19687
42,44,147,150,211,226,347,688,788,794,982,990,1084,1212,1213,1258,1689,1781,2246,2423,2529,3848,4227,4308,4406,5311,5596,5968,6316,6887,7079,7195,7498,7580,7797,8114,8527,9054,9189,9639,10126,10444,10564,10787,11426,11435,11545,11792,11863,15597,15825,15871,15917,16207,16669,16829,18255,18759,18786,18988,19475,19554,19741,19849
