0,46,133,319,715,796,917,1008,1033,1169,1362,1438,1569,1660,1686,1877,1882,1883,2033,2042,2091,2201,2239,2451,2523,2658,2671,2862,2895,3056,3211,3359,3585,3718,3936,3939,4222,4440,4517,4529,4568,4580,4593,4633,4704,4713,4951,4952,5024,5048,5382,5440,5588,5688,5805,5973,6072,6089,6129,6398,6418,6475,6495,6639
101,383,585,772,775,951,998,1135,1282,1311,1472,1476,1813,2045,2283,2448,2493,2601,2814,2926,3045,3183,3204,3207,3372,3425,3532,3832,3926,3999,4060,4109,4377,4489,4539,4595,4615,4653,4937,4993,5098,5222,5239,5330,5410,5506,5566,5666,5739,5792,6150,6218,6372,6376,6492,6522,6576,6605,6767,6922,6933,6963,7039,7060
49,194,286,382,397,468,583,620,825,945,1125,1184,1352,1572,1639,1729,1915,1961,2045,2312,2363,2391,2520,2645,2665,2793,2965,3007,3119,3128,3182,3217,3219,3243,3339,3550,3888,3925,3947,3999,4011,4049,4228,4287,4580,4625,4938,5018,5217,5348,5372,5430,5554,5610,5637,5844,5939,5950,5959,6212,6453,6494,6836,6856
93,209,485,595,845,981,1163,1168,1299,1493,1585,1648,1883,1911,1914,2033,2043,2090,2095,2204,2401,2408,2657,2722,2814,2958,3176,3199,3427,3518,3572,3670,3693,3884,4153,4155,4162,4197,4437,4529,4592,4625,4648,4747,4781,4836,4846,4926,5050,5152,5196,5266,5378,5383,5407,5460,5696,5741,5962,6046,6079,6470,6539,7009
25,27,258,541,578,695,930,1049,1088,1180,1184,1366,1425,1517,1546,1619,1688,2273,2285,2435,2626,2717,2818,3146,3204,3309,3403,3414,3546,3629,3631,3888,3978,4011,4019,4041,4062,4252,4266,4300,4359,4389,4629,4729,4767,4803,5011,5018,5097,5258,5352,5469,5593,5609,5616,5745,6053,6285,6570,6645,6750,6780,6904,7069
124,187,260,322,366,534,688,930,931,1105,1169,1210,1328,1407,1587,1670,1683,1710,2005,2047,2141,2530,2542,2639,2706,2715,3073,3074,3078,3106,3189,3550,3606,3737,3903,4179,4518,4831,5024,5294,5310,5389,5395,5429,5479,5485,5495,5676,5730,5838,5928,6032,6190,6285,6409,6514,6557,6645,6680,6854,6863,6962,6971,7006
54,260,333,416,525,664,690,750,822,1114,1128,1180,1394,1445,1546,1686,1749,1965,2120,2246,2301,2302,2306,2328,2619,2680,2717,2770,2816,2836,3073,3166,3332,3336,3442,3599,3945,4119,4146,4235,4446,4469,4552,4749,4897,4952,4958,5024,5056,5161,5305,5340,5395,5436,5558,5697,5840,5927,5948,6242,6258,6948,7006,7055
2,63,139,222,250,408,432,720,736,989,1003,1020,1077,1263,1310,1390,1425,1883,2036,2609,2643,2708,2946,3023,3267,3323,3380,3641,3693,3817,3864,4118,4222,4271,4381,4389,4529,4573,4803,4866,4996,5004,5022,5150,5156,5207,5356,5395,5396,5449,5479,5563,5567,5589,5594,5969,6371,6509,6580,6599,6802,6849,6894,7013
2,126,296,299,388,417,815,969,1213,1224,1633,1637,1646,1833,1899,1914,2013,2065,2280,2319,2418,2462,2560,2644,2731,2899,3024,3102,3215,3352,3443,3476,3538,3541,3692,3823,3913,4221,4222,4226,4253,4304,4321,5097,5187,5192,5288,5487,5505,5607,5674,5708,5795,5868,5931,5962,6278,6438,6546,6568,6667,6716,6749,6946
347,540,558,559,615,639,655,676,705,897,1224,1324,1521,1725,1838,1996,2005,2289,2373,2385,2474,2612,2622,2651,2818,2934,2939,2949,2965,2974,2998,3266,3649,3962,3971,3984,4063,4082,4253,4493,4760,4914,5009,5109,5251,5382,5432,5490,5505,5567,5609,6092,6105,6211,6212,6258,6312,6442,6449,6517,6581,6667,6766,6961
